id,retweet_count,user_favourites_count,user_listed_count,user_friends_count,user_statuses_count,favorite_count
2,0,0,198,11,1147113,0
2,0,153,568,3774,172814,0
2,0,31,21,277,1796,0
2,0,31,21,277,1796,0
2,0,8,63,15194,9138,0
2,0,30,105,1611,148266,0
2,0,0,823,0,514545,0
2,0,242,648,766,155137,0
2,10,1753,33,866,8887,0
2,0,0,50,40,31380,0
2,0,0,0,0,21,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,6,9,71,113199,0
2,0,0,3,13,159878,0
2,0,42,88,185,9667,0
2,0,1965,155,1106,11149,1
2,0,0,68,40,432410,0
2,0,0,117,56,394551,0
2,0,0,82,10,506243,0
2,0,0,147,0,760302,0
2,0,421,7,625,745,0
2,0,7,14,8,54911,0
2,0,0,147,0,760302,0
2,0,39,46,39,27320,0
2,0,0,198,11,1147113,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,0,15,36,152837,0
2,0,0,198,11,1147113,0
2,0,6,9,71,113199,0
2,0,0,3,13,159878,0
2,2,56,0,14,115,0
2,0,30,1112,3482,263555,0
2,0,177,1,110,762,0
2,0,280,1,10,175,0
2,0,0,147,0,760302,0
2,0,1464,202,22,31648,0
2,0,581,36,490,1844,0
2,0,516,243,8609,287726,0
2,2,15586,10,350,23202,0
2,2,48,14,1648,1569,0
2,2,3181,227,23,6053,3
2,0,0,0,0,21,0
2,0,710,23,1619,10055,0
2,0,581,36,490,1844,3
2,0,3112,30,267,4117,1
2,0,1541,59,115,6609,1
2,0,581,36,490,1844,0
2,0,626,123,6777,10673,0
2,0,85,48,102,22008,0
2,0,581,36,490,1844,0
2,0,0,823,0,514545,0
2,0,626,123,6777,10673,0
2,0,0,68,40,432410,0
2,0,4,1,2,678,0
2,0,626,123,6777,10673,0
2,0,0,139,6,621297,0
2,0,6,49,6741,5332,0
2,0,581,36,490,1844,0
